member #,member name,topic
686,Justin Reilly,Kernel Methods
686,Justin Reilly,"Human-Computer Teamwork, Team Formation, and Collaboration"
686,Justin Reilly,Multi-Instance/Multi-View Learning
686,Justin Reilly,Planning under Uncertainty
686,Justin Reilly,Fairness and Bias
686,Justin Reilly,Speech and Multimodality
687,Denise Adkins,Qualitative Reasoning
687,Denise Adkins,Evolutionary Learning
687,Denise Adkins,Deep Neural Network Algorithms
687,Denise Adkins,Explainability in Computer Vision
687,Denise Adkins,Biometrics
687,Denise Adkins,Quantum Computing
687,Denise Adkins,Machine Translation
687,Denise Adkins,Neuroscience
687,Denise Adkins,Bioinformatics
688,Matthew Davis,Neuroscience
688,Matthew Davis,Aerospace
688,Matthew Davis,Conversational AI and Dialogue Systems
688,Matthew Davis,Semantic Web
688,Matthew Davis,"Continual, Online, and Real-Time Planning"
688,Matthew Davis,Satisfiability Modulo Theories
688,Matthew Davis,Data Visualisation and Summarisation
688,Matthew Davis,Computational Social Choice
688,Matthew Davis,Large Language Models
689,Jesus Huang,Meta-Learning
689,Jesus Huang,Cognitive Modelling
689,Jesus Huang,Societal Impacts of AI
689,Jesus Huang,Biometrics
689,Jesus Huang,Philosophy and Ethics
689,Jesus Huang,Mobility
690,John Mills,Multi-Instance/Multi-View Learning
690,John Mills,Philosophical Foundations of AI
690,John Mills,Mixed Discrete and Continuous Optimisation
690,John Mills,Other Topics in Multiagent Systems
690,John Mills,Explainability (outside Machine Learning)
690,John Mills,Human-Machine Interaction Techniques and Devices
691,Crystal Harrison,Approximate Inference
691,Crystal Harrison,Classification and Regression
691,Crystal Harrison,Stochastic Models and Probabilistic Inference
691,Crystal Harrison,Conversational AI and Dialogue Systems
691,Crystal Harrison,Meta-Learning
691,Crystal Harrison,Heuristic Search
691,Crystal Harrison,Constraint Optimisation
691,Crystal Harrison,Intelligent Virtual Agents
691,Crystal Harrison,Hardware
691,Crystal Harrison,Human-in-the-loop Systems
692,Jennifer Steele,Vision and Language
692,Jennifer Steele,Ensemble Methods
692,Jennifer Steele,Reinforcement Learning Theory
692,Jennifer Steele,Computer Games
692,Jennifer Steele,Software Engineering
692,Jennifer Steele,Quantum Machine Learning
693,James Martinez,Computer-Aided Education
693,James Martinez,Mixed Discrete/Continuous Planning
693,James Martinez,Other Topics in Machine Learning
693,James Martinez,Markov Decision Processes
693,James Martinez,Activity and Plan Recognition
693,James Martinez,Rule Mining and Pattern Mining
693,James Martinez,Morality and Value-Based AI
693,James Martinez,Lexical Semantics
693,James Martinez,Adversarial Attacks on NLP Systems
694,Christine Martinez,Game Playing
694,Christine Martinez,Classification and Regression
694,Christine Martinez,Probabilistic Programming
694,Christine Martinez,"Localisation, Mapping, and Navigation"
694,Christine Martinez,Multi-Instance/Multi-View Learning
694,Christine Martinez,Other Topics in Humans and AI
694,Christine Martinez,Dynamic Programming
695,Kelly Vargas,Planning under Uncertainty
695,Kelly Vargas,Sentence-Level Semantics and Textual Inference
695,Kelly Vargas,Neuroscience
695,Kelly Vargas,"Conformant, Contingent, and Adversarial Planning"
695,Kelly Vargas,Meta-Learning
695,Kelly Vargas,Medical and Biological Imaging
695,Kelly Vargas,"Graph Mining, Social Network Analysis, and Community Mining"
695,Kelly Vargas,Description Logics
695,Kelly Vargas,Deep Neural Network Architectures
696,Nicole Caldwell,Adversarial Search
696,Nicole Caldwell,Other Topics in Data Mining
696,Nicole Caldwell,Other Topics in Computer Vision
696,Nicole Caldwell,Spatial and Temporal Models of Uncertainty
696,Nicole Caldwell,Planning and Machine Learning
697,Holly Roy,Social Networks
697,Holly Roy,Federated Learning
697,Holly Roy,Adversarial Search
697,Holly Roy,Privacy in Data Mining
697,Holly Roy,Knowledge Representation Languages
698,Alexandra Young,Neuroscience
698,Alexandra Young,Web and Network Science
698,Alexandra Young,Web Search
698,Alexandra Young,Planning under Uncertainty
698,Alexandra Young,Bioinformatics
698,Alexandra Young,Optimisation for Robotics
698,Alexandra Young,Medical and Biological Imaging
698,Alexandra Young,Computer-Aided Education
698,Alexandra Young,Transparency
699,Catherine Russell,Other Topics in Knowledge Representation and Reasoning
699,Catherine Russell,Constraint Satisfaction
699,Catherine Russell,Stochastic Models and Probabilistic Inference
699,Catherine Russell,Algorithmic Game Theory
699,Catherine Russell,Causality
699,Catherine Russell,Constraint Optimisation
699,Catherine Russell,Genetic Algorithms
699,Catherine Russell,Meta-Learning
700,Julie Cannon,Algorithmic Game Theory
700,Julie Cannon,Distributed CSP and Optimisation
700,Julie Cannon,"Human-Computer Teamwork, Team Formation, and Collaboration"
700,Julie Cannon,Arts and Creativity
700,Julie Cannon,Deep Neural Network Algorithms
700,Julie Cannon,Interpretability and Analysis of NLP Models
700,Julie Cannon,Speech and Multimodality
700,Julie Cannon,"Mining Visual, Multimedia, and Multimodal Data"
700,Julie Cannon,Real-Time Systems
701,Robin Brown,Online Learning and Bandits
701,Robin Brown,Distributed Machine Learning
701,Robin Brown,Other Topics in Data Mining
701,Robin Brown,News and Media
701,Robin Brown,Internet of Things
701,Robin Brown,Text Mining
702,Amy Perry,Knowledge Acquisition and Representation for Planning
702,Amy Perry,Human-Machine Interaction Techniques and Devices
702,Amy Perry,Clustering
702,Amy Perry,Data Visualisation and Summarisation
702,Amy Perry,Semantic Web
702,Amy Perry,Game Playing
702,Amy Perry,Qualitative Reasoning
702,Amy Perry,Lifelong and Continual Learning
703,Joshua Hensley,Rule Mining and Pattern Mining
703,Joshua Hensley,Other Topics in Humans and AI
703,Joshua Hensley,User Experience and Usability
703,Joshua Hensley,Markov Decision Processes
703,Joshua Hensley,Natural Language Generation
703,Joshua Hensley,Aerospace
703,Joshua Hensley,Other Topics in Planning and Search
703,Joshua Hensley,Causal Learning
704,Ian Richardson,Computational Social Choice
704,Ian Richardson,Knowledge Representation Languages
704,Ian Richardson,Unsupervised and Self-Supervised Learning
704,Ian Richardson,Activity and Plan Recognition
704,Ian Richardson,Meta-Learning
704,Ian Richardson,Syntax and Parsing
704,Ian Richardson,Stochastic Models and Probabilistic Inference
704,Ian Richardson,Life Sciences
704,Ian Richardson,Probabilistic Modelling
705,Michelle Freeman,Classical Planning
705,Michelle Freeman,"Model Adaptation, Compression, and Distillation"
705,Michelle Freeman,Image and Video Generation
705,Michelle Freeman,Learning Human Values and Preferences
705,Michelle Freeman,Robot Manipulation
705,Michelle Freeman,Routing
705,Michelle Freeman,Other Topics in Planning and Search
706,Stephanie Archer,"Coordination, Organisations, Institutions, and Norms"
706,Stephanie Archer,Satisfiability
706,Stephanie Archer,Randomised Algorithms
706,Stephanie Archer,Learning Theory
706,Stephanie Archer,Privacy and Security
706,Stephanie Archer,Bayesian Networks
706,Stephanie Archer,Clustering
707,Kristen Ortega,Approximate Inference
707,Kristen Ortega,3D Computer Vision
707,Kristen Ortega,Agent-Based Simulation and Complex Systems
707,Kristen Ortega,Multi-Instance/Multi-View Learning
707,Kristen Ortega,Marketing
707,Kristen Ortega,Graphical Models
707,Kristen Ortega,Safety and Robustness
707,Kristen Ortega,Intelligent Database Systems
707,Kristen Ortega,Recommender Systems
707,Kristen Ortega,Computational Social Choice
708,Donna Price,Agent Theories and Models
708,Donna Price,Biometrics
708,Donna Price,Optimisation for Robotics
708,Donna Price,Constraint Programming
708,Donna Price,Stochastic Optimisation
708,Donna Price,Quantum Machine Learning
708,Donna Price,"Mining Visual, Multimedia, and Multimodal Data"
708,Donna Price,Graphical Models
709,Jason Thomas,Randomised Algorithms
709,Jason Thomas,Other Topics in Humans and AI
709,Jason Thomas,Reinforcement Learning Theory
709,Jason Thomas,Reinforcement Learning Algorithms
709,Jason Thomas,Knowledge Graphs and Open Linked Data
709,Jason Thomas,Reinforcement Learning with Human Feedback
709,Jason Thomas,Multimodal Perception and Sensor Fusion
709,Jason Thomas,Motion and Tracking
709,Jason Thomas,Data Compression
709,Jason Thomas,Mining Codebase and Software Repositories
710,Stephanie Jimenez,Multiagent Learning
710,Stephanie Jimenez,Life Sciences
710,Stephanie Jimenez,Privacy and Security
710,Stephanie Jimenez,Robot Planning and Scheduling
710,Stephanie Jimenez,Dynamic Programming
710,Stephanie Jimenez,Language and Vision
710,Stephanie Jimenez,"Face, Gesture, and Pose Recognition"
710,Stephanie Jimenez,Interpretability and Analysis of NLP Models
710,Stephanie Jimenez,"Conformant, Contingent, and Adversarial Planning"
710,Stephanie Jimenez,Solvers and Tools
711,Jeremy Lopez,Solvers and Tools
711,Jeremy Lopez,Ontologies
711,Jeremy Lopez,Logic Programming
711,Jeremy Lopez,Human-Aware Planning and Behaviour Prediction
711,Jeremy Lopez,Scheduling
711,Jeremy Lopez,Deep Learning Theory
712,Phillip Lewis,Morality and Value-Based AI
712,Phillip Lewis,Commonsense Reasoning
712,Phillip Lewis,Privacy-Aware Machine Learning
712,Phillip Lewis,Ontology Induction from Text
712,Phillip Lewis,Voting Theory
712,Phillip Lewis,Federated Learning
712,Phillip Lewis,"Phonology, Morphology, and Word Segmentation"
712,Phillip Lewis,Web Search
712,Phillip Lewis,Deep Learning Theory
712,Phillip Lewis,Social Networks
713,Cassidy Wade,"Segmentation, Grouping, and Shape Analysis"
713,Cassidy Wade,Humanities
713,Cassidy Wade,"Localisation, Mapping, and Navigation"
713,Cassidy Wade,Health and Medicine
713,Cassidy Wade,Automated Reasoning and Theorem Proving
713,Cassidy Wade,Kernel Methods
713,Cassidy Wade,Commonsense Reasoning
714,David Jones,Intelligent Database Systems
714,David Jones,Argumentation
714,David Jones,Neuro-Symbolic Methods
714,David Jones,Object Detection and Categorisation
714,David Jones,Image and Video Retrieval
714,David Jones,Unsupervised and Self-Supervised Learning
715,Lauren Townsend,Discourse and Pragmatics
715,Lauren Townsend,Economics and Finance
715,Lauren Townsend,Computer-Aided Education
715,Lauren Townsend,Reasoning about Action and Change
715,Lauren Townsend,Meta-Learning
715,Lauren Townsend,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
715,Lauren Townsend,Data Compression
715,Lauren Townsend,Language and Vision
716,Karen Simon,Ontologies
716,Karen Simon,"Constraints, Data Mining, and Machine Learning"
716,Karen Simon,Deep Neural Network Architectures
716,Karen Simon,Transparency
716,Karen Simon,Personalisation and User Modelling
716,Karen Simon,Other Topics in Constraints and Satisfiability
716,Karen Simon,Semi-Supervised Learning
716,Karen Simon,"AI in Law, Justice, Regulation, and Governance"
716,Karen Simon,Fair Division
716,Karen Simon,Economic Paradigms
717,Steven Brown,Natural Language Generation
717,Steven Brown,Machine Learning for NLP
717,Steven Brown,Consciousness and Philosophy of Mind
717,Steven Brown,Aerospace
717,Steven Brown,Reasoning about Knowledge and Beliefs
717,Steven Brown,Learning Theory
717,Steven Brown,Reinforcement Learning Algorithms
717,Steven Brown,Partially Observable and Unobservable Domains
718,James Mitchell,Other Topics in Planning and Search
718,James Mitchell,Conversational AI and Dialogue Systems
718,James Mitchell,Probabilistic Programming
718,James Mitchell,Smart Cities and Urban Planning
718,James Mitchell,AI for Social Good
718,James Mitchell,Logic Programming
719,Rebecca Gallegos,Mining Spatial and Temporal Data
719,Rebecca Gallegos,Voting Theory
719,Rebecca Gallegos,Mixed Discrete/Continuous Planning
719,Rebecca Gallegos,Summarisation
719,Rebecca Gallegos,Distributed Machine Learning
720,Carol Rodriguez,Data Compression
720,Carol Rodriguez,"AI in Law, Justice, Regulation, and Governance"
720,Carol Rodriguez,Aerospace
720,Carol Rodriguez,Mining Semi-Structured Data
720,Carol Rodriguez,Heuristic Search
720,Carol Rodriguez,Discourse and Pragmatics
720,Carol Rodriguez,"Understanding People: Theories, Concepts, and Methods"
720,Carol Rodriguez,Autonomous Driving
720,Carol Rodriguez,Efficient Methods for Machine Learning
721,Lisa Chambers,Other Topics in Uncertainty in AI
721,Lisa Chambers,Randomised Algorithms
721,Lisa Chambers,Optimisation in Machine Learning
721,Lisa Chambers,Computer Vision Theory
721,Lisa Chambers,Trust
722,Maria Bishop,Philosophical Foundations of AI
722,Maria Bishop,Lifelong and Continual Learning
722,Maria Bishop,Anomaly/Outlier Detection
722,Maria Bishop,Databases
722,Maria Bishop,Robot Manipulation
722,Maria Bishop,Deep Neural Network Architectures
722,Maria Bishop,Evaluation and Analysis in Machine Learning
722,Maria Bishop,Deep Generative Models and Auto-Encoders
722,Maria Bishop,Ontology Induction from Text
722,Maria Bishop,Video Understanding and Activity Analysis
723,Linda Pacheco,Hardware
723,Linda Pacheco,Abductive Reasoning and Diagnosis
723,Linda Pacheco,Meta-Learning
723,Linda Pacheco,Personalisation and User Modelling
723,Linda Pacheco,"Belief Revision, Update, and Merging"
723,Linda Pacheco,Databases
723,Linda Pacheco,Mining Spatial and Temporal Data
723,Linda Pacheco,Multi-Instance/Multi-View Learning
724,Denise Anderson,"Phonology, Morphology, and Word Segmentation"
724,Denise Anderson,Other Topics in Knowledge Representation and Reasoning
724,Denise Anderson,Deep Reinforcement Learning
724,Denise Anderson,Human-Computer Interaction
724,Denise Anderson,Entertainment
724,Denise Anderson,Sequential Decision Making
724,Denise Anderson,Decision and Utility Theory
725,Joshua Brown,Causality
725,Joshua Brown,"Communication, Coordination, and Collaboration"
725,Joshua Brown,Other Topics in Computer Vision
725,Joshua Brown,"Constraints, Data Mining, and Machine Learning"
725,Joshua Brown,Stochastic Models and Probabilistic Inference
726,John Calderon,Commonsense Reasoning
726,John Calderon,Image and Video Generation
726,John Calderon,Other Multidisciplinary Topics
726,John Calderon,Combinatorial Search and Optimisation
726,John Calderon,Machine Learning for Robotics
726,John Calderon,Standards and Certification
727,Patrick Lowery,Optimisation in Machine Learning
727,Patrick Lowery,Heuristic Search
727,Patrick Lowery,Transportation
727,Patrick Lowery,Automated Reasoning and Theorem Proving
727,Patrick Lowery,Web Search
727,Patrick Lowery,"Human-Computer Teamwork, Team Formation, and Collaboration"
727,Patrick Lowery,Human Computation and Crowdsourcing
727,Patrick Lowery,Vision and Language
727,Patrick Lowery,Adversarial Search
728,Roy Hodge,Combinatorial Search and Optimisation
728,Roy Hodge,Standards and Certification
728,Roy Hodge,Internet of Things
728,Roy Hodge,Solvers and Tools
728,Roy Hodge,Scene Analysis and Understanding
728,Roy Hodge,Relational Learning
728,Roy Hodge,Question Answering
728,Roy Hodge,Other Topics in Knowledge Representation and Reasoning
728,Roy Hodge,"Segmentation, Grouping, and Shape Analysis"
729,Daniel Kennedy,Other Topics in Constraints and Satisfiability
729,Daniel Kennedy,Responsible AI
729,Daniel Kennedy,Arts and Creativity
729,Daniel Kennedy,Bayesian Networks
729,Daniel Kennedy,Machine Learning for NLP
729,Daniel Kennedy,AI for Social Good
729,Daniel Kennedy,Other Multidisciplinary Topics
730,Alexander Martin,Imitation Learning and Inverse Reinforcement Learning
730,Alexander Martin,Bayesian Networks
730,Alexander Martin,Health and Medicine
730,Alexander Martin,Abductive Reasoning and Diagnosis
730,Alexander Martin,Trust
731,David Aguilar,Discourse and Pragmatics
731,David Aguilar,Arts and Creativity
731,David Aguilar,User Experience and Usability
