member #,member name,submission #,bid
900,Sherry Oconnell,943,maybe
900,Sherry Oconnell,955,maybe
900,Sherry Oconnell,973,yes
901,Scott Patel,33,maybe
901,Scott Patel,204,yes
901,Scott Patel,270,yes
901,Scott Patel,302,yes
901,Scott Patel,320,maybe
901,Scott Patel,519,maybe
901,Scott Patel,541,yes
901,Scott Patel,581,maybe
901,Scott Patel,608,yes
901,Scott Patel,642,maybe
901,Scott Patel,658,maybe
901,Scott Patel,704,yes
901,Scott Patel,706,yes
901,Scott Patel,724,yes
901,Scott Patel,785,maybe
901,Scott Patel,788,yes
901,Scott Patel,795,maybe
901,Scott Patel,840,yes
901,Scott Patel,891,yes
901,Scott Patel,927,maybe
901,Scott Patel,953,maybe
901,Scott Patel,996,yes
902,Amanda Adams,28,maybe
902,Amanda Adams,178,yes
902,Amanda Adams,222,maybe
902,Amanda Adams,302,maybe
902,Amanda Adams,334,maybe
902,Amanda Adams,419,yes
902,Amanda Adams,505,yes
902,Amanda Adams,578,yes
902,Amanda Adams,669,yes
902,Amanda Adams,709,yes
902,Amanda Adams,712,maybe
902,Amanda Adams,780,maybe
902,Amanda Adams,803,maybe
902,Amanda Adams,821,yes
902,Amanda Adams,829,maybe
902,Amanda Adams,844,maybe
902,Amanda Adams,890,yes
902,Amanda Adams,910,maybe
903,Victoria Mann,3,maybe
903,Victoria Mann,29,yes
903,Victoria Mann,46,maybe
903,Victoria Mann,51,yes
903,Victoria Mann,59,yes
903,Victoria Mann,307,yes
903,Victoria Mann,376,maybe
903,Victoria Mann,398,yes
903,Victoria Mann,452,yes
903,Victoria Mann,552,maybe
903,Victoria Mann,615,yes
903,Victoria Mann,686,maybe
903,Victoria Mann,704,maybe
903,Victoria Mann,764,yes
903,Victoria Mann,788,yes
903,Victoria Mann,835,maybe
903,Victoria Mann,860,yes
903,Victoria Mann,919,maybe
903,Victoria Mann,963,maybe
903,Victoria Mann,980,maybe
903,Victoria Mann,994,maybe
904,James Cline,14,yes
904,James Cline,28,yes
904,James Cline,66,maybe
904,James Cline,139,maybe
904,James Cline,150,maybe
904,James Cline,165,maybe
904,James Cline,186,yes
904,James Cline,323,yes
904,James Cline,443,yes
904,James Cline,469,maybe
904,James Cline,478,yes
904,James Cline,519,maybe
904,James Cline,526,maybe
904,James Cline,560,maybe
904,James Cline,594,yes
904,James Cline,688,maybe
904,James Cline,804,yes
904,James Cline,822,yes
904,James Cline,829,yes
904,James Cline,831,yes
904,James Cline,879,maybe
904,James Cline,964,yes
905,Zachary Mendez,82,maybe
905,Zachary Mendez,189,yes
905,Zachary Mendez,208,yes
905,Zachary Mendez,325,maybe
905,Zachary Mendez,337,yes
905,Zachary Mendez,390,maybe
905,Zachary Mendez,441,yes
905,Zachary Mendez,491,yes
905,Zachary Mendez,512,yes
905,Zachary Mendez,594,maybe
905,Zachary Mendez,601,maybe
905,Zachary Mendez,719,maybe
905,Zachary Mendez,753,yes
905,Zachary Mendez,768,yes
905,Zachary Mendez,787,maybe
905,Zachary Mendez,799,yes
905,Zachary Mendez,916,yes
905,Zachary Mendez,991,maybe
906,Keith Lutz,2,yes
906,Keith Lutz,13,maybe
906,Keith Lutz,38,maybe
906,Keith Lutz,160,yes
906,Keith Lutz,208,maybe
906,Keith Lutz,220,yes
906,Keith Lutz,242,maybe
906,Keith Lutz,324,yes
906,Keith Lutz,327,maybe
906,Keith Lutz,341,maybe
906,Keith Lutz,353,maybe
906,Keith Lutz,363,maybe
906,Keith Lutz,390,maybe
906,Keith Lutz,415,yes
906,Keith Lutz,443,yes
906,Keith Lutz,543,maybe
906,Keith Lutz,674,maybe
906,Keith Lutz,768,maybe
906,Keith Lutz,770,yes
906,Keith Lutz,825,yes
906,Keith Lutz,864,yes
906,Keith Lutz,872,yes
906,Keith Lutz,896,yes
906,Keith Lutz,931,maybe
907,Joshua Boyd,80,maybe
907,Joshua Boyd,140,maybe
907,Joshua Boyd,144,yes
907,Joshua Boyd,188,maybe
907,Joshua Boyd,233,maybe
907,Joshua Boyd,286,maybe
907,Joshua Boyd,388,yes
907,Joshua Boyd,395,yes
907,Joshua Boyd,404,maybe
907,Joshua Boyd,442,yes
907,Joshua Boyd,453,maybe
907,Joshua Boyd,515,yes
907,Joshua Boyd,560,maybe
907,Joshua Boyd,609,yes
907,Joshua Boyd,646,yes
907,Joshua Boyd,649,yes
907,Joshua Boyd,737,maybe
907,Joshua Boyd,794,yes
907,Joshua Boyd,803,yes
907,Joshua Boyd,843,maybe
907,Joshua Boyd,907,yes
907,Joshua Boyd,967,maybe
908,Brianna Wells,35,yes
908,Brianna Wells,53,yes
908,Brianna Wells,111,yes
908,Brianna Wells,130,maybe
908,Brianna Wells,135,maybe
908,Brianna Wells,141,maybe
908,Brianna Wells,159,yes
908,Brianna Wells,168,maybe
908,Brianna Wells,176,maybe
908,Brianna Wells,214,maybe
908,Brianna Wells,231,maybe
908,Brianna Wells,388,yes
908,Brianna Wells,532,maybe
908,Brianna Wells,544,yes
908,Brianna Wells,550,maybe
908,Brianna Wells,574,maybe
908,Brianna Wells,592,yes
908,Brianna Wells,594,maybe
908,Brianna Wells,632,maybe
908,Brianna Wells,691,yes
908,Brianna Wells,694,yes
908,Brianna Wells,710,maybe
908,Brianna Wells,717,maybe
908,Brianna Wells,756,yes
908,Brianna Wells,788,maybe
908,Brianna Wells,811,yes
908,Brianna Wells,816,yes
908,Brianna Wells,890,maybe
908,Brianna Wells,917,yes
908,Brianna Wells,942,yes
908,Brianna Wells,943,maybe
908,Brianna Wells,1000,maybe
909,Donald Campbell,59,yes
909,Donald Campbell,97,yes
909,Donald Campbell,248,yes
909,Donald Campbell,291,maybe
909,Donald Campbell,377,yes
909,Donald Campbell,432,yes
909,Donald Campbell,441,yes
909,Donald Campbell,460,maybe
909,Donald Campbell,486,yes
909,Donald Campbell,531,yes
909,Donald Campbell,541,yes
909,Donald Campbell,621,yes
909,Donald Campbell,776,maybe
910,Matthew Beck,48,maybe
910,Matthew Beck,142,yes
910,Matthew Beck,287,maybe
910,Matthew Beck,322,maybe
910,Matthew Beck,329,maybe
910,Matthew Beck,337,maybe
910,Matthew Beck,369,maybe
910,Matthew Beck,387,yes
910,Matthew Beck,407,maybe
910,Matthew Beck,444,maybe
910,Matthew Beck,448,maybe
910,Matthew Beck,492,maybe
910,Matthew Beck,523,maybe
910,Matthew Beck,625,yes
910,Matthew Beck,651,maybe
910,Matthew Beck,652,maybe
910,Matthew Beck,665,maybe
910,Matthew Beck,913,maybe
910,Matthew Beck,952,maybe
911,Nicholas Williams,40,yes
911,Nicholas Williams,113,yes
911,Nicholas Williams,150,yes
911,Nicholas Williams,201,yes
911,Nicholas Williams,266,maybe
911,Nicholas Williams,298,maybe
911,Nicholas Williams,314,maybe
911,Nicholas Williams,332,yes
911,Nicholas Williams,430,yes
911,Nicholas Williams,515,yes
911,Nicholas Williams,561,maybe
911,Nicholas Williams,595,maybe
911,Nicholas Williams,612,maybe
911,Nicholas Williams,677,yes
911,Nicholas Williams,683,yes
911,Nicholas Williams,690,maybe
911,Nicholas Williams,728,maybe
911,Nicholas Williams,766,yes
911,Nicholas Williams,822,yes
911,Nicholas Williams,832,maybe
911,Nicholas Williams,844,maybe
911,Nicholas Williams,925,maybe
911,Nicholas Williams,970,yes
912,James Ballard,87,maybe
912,James Ballard,122,maybe
912,James Ballard,159,yes
912,James Ballard,198,yes
912,James Ballard,223,yes
912,James Ballard,247,maybe
912,James Ballard,253,yes
912,James Ballard,272,yes
912,James Ballard,282,yes
912,James Ballard,352,yes
912,James Ballard,393,yes
912,James Ballard,633,yes
912,James Ballard,642,maybe
912,James Ballard,682,yes
912,James Ballard,688,maybe
912,James Ballard,742,maybe
912,James Ballard,793,maybe
912,James Ballard,846,maybe
912,James Ballard,937,yes
912,James Ballard,960,maybe
913,Alison Pineda,15,yes
913,Alison Pineda,17,yes
913,Alison Pineda,55,yes
913,Alison Pineda,64,yes
913,Alison Pineda,103,yes
913,Alison Pineda,106,maybe
913,Alison Pineda,188,maybe
913,Alison Pineda,250,maybe
913,Alison Pineda,305,yes
913,Alison Pineda,357,maybe
913,Alison Pineda,378,maybe
913,Alison Pineda,468,maybe
913,Alison Pineda,497,maybe
913,Alison Pineda,622,yes
913,Alison Pineda,671,maybe
913,Alison Pineda,694,yes
913,Alison Pineda,770,maybe
913,Alison Pineda,788,yes
913,Alison Pineda,813,maybe
913,Alison Pineda,850,yes
914,Nicholas Mack,214,maybe
914,Nicholas Mack,269,maybe
914,Nicholas Mack,312,yes
914,Nicholas Mack,342,yes
914,Nicholas Mack,348,maybe
914,Nicholas Mack,367,maybe
914,Nicholas Mack,403,yes
914,Nicholas Mack,415,maybe
914,Nicholas Mack,438,yes
914,Nicholas Mack,447,yes
914,Nicholas Mack,460,maybe
914,Nicholas Mack,477,yes
914,Nicholas Mack,602,maybe
914,Nicholas Mack,651,yes
914,Nicholas Mack,692,yes
914,Nicholas Mack,698,maybe
914,Nicholas Mack,759,yes
914,Nicholas Mack,823,yes
914,Nicholas Mack,832,maybe
914,Nicholas Mack,874,maybe
914,Nicholas Mack,909,yes
915,Christine Kelley,96,yes
915,Christine Kelley,117,yes
915,Christine Kelley,135,yes
915,Christine Kelley,199,yes
915,Christine Kelley,205,yes
915,Christine Kelley,284,maybe
915,Christine Kelley,296,maybe
915,Christine Kelley,429,yes
915,Christine Kelley,442,yes
915,Christine Kelley,492,maybe
915,Christine Kelley,495,yes
915,Christine Kelley,514,yes
915,Christine Kelley,596,maybe
915,Christine Kelley,627,yes
915,Christine Kelley,718,maybe
915,Christine Kelley,741,yes
915,Christine Kelley,864,maybe
915,Christine Kelley,902,maybe
915,Christine Kelley,933,yes
915,Christine Kelley,936,maybe
916,Sherry Larsen,50,yes
916,Sherry Larsen,67,yes
916,Sherry Larsen,151,maybe
916,Sherry Larsen,236,yes
916,Sherry Larsen,266,maybe
916,Sherry Larsen,313,yes
916,Sherry Larsen,327,maybe
916,Sherry Larsen,400,maybe
916,Sherry Larsen,432,maybe
916,Sherry Larsen,438,maybe
916,Sherry Larsen,472,yes
916,Sherry Larsen,561,maybe
916,Sherry Larsen,575,maybe
916,Sherry Larsen,620,yes
916,Sherry Larsen,680,yes
916,Sherry Larsen,709,maybe
916,Sherry Larsen,824,yes
916,Sherry Larsen,885,yes
916,Sherry Larsen,899,yes
917,Tammy Miller,9,maybe
917,Tammy Miller,21,yes
917,Tammy Miller,36,yes
917,Tammy Miller,46,maybe
917,Tammy Miller,50,maybe
917,Tammy Miller,73,maybe
917,Tammy Miller,78,yes
917,Tammy Miller,79,maybe
917,Tammy Miller,84,yes
917,Tammy Miller,96,yes
917,Tammy Miller,101,maybe
917,Tammy Miller,174,yes
917,Tammy Miller,259,yes
917,Tammy Miller,277,yes
917,Tammy Miller,311,yes
917,Tammy Miller,331,maybe
917,Tammy Miller,340,yes
917,Tammy Miller,379,maybe
917,Tammy Miller,387,yes
917,Tammy Miller,451,maybe
917,Tammy Miller,512,maybe
917,Tammy Miller,518,maybe
917,Tammy Miller,624,maybe
917,Tammy Miller,667,yes
917,Tammy Miller,712,maybe
917,Tammy Miller,839,yes
917,Tammy Miller,847,yes
917,Tammy Miller,863,maybe
917,Tammy Miller,898,yes
917,Tammy Miller,911,yes
917,Tammy Miller,953,maybe
918,Danielle Martinez,14,yes
918,Danielle Martinez,122,maybe
918,Danielle Martinez,157,maybe
918,Danielle Martinez,185,maybe
918,Danielle Martinez,216,maybe
918,Danielle Martinez,233,yes
918,Danielle Martinez,284,maybe
918,Danielle Martinez,320,yes
918,Danielle Martinez,373,maybe
918,Danielle Martinez,448,maybe
918,Danielle Martinez,460,maybe
918,Danielle Martinez,624,yes
918,Danielle Martinez,631,maybe
918,Danielle Martinez,681,yes
918,Danielle Martinez,747,maybe
918,Danielle Martinez,763,yes
918,Danielle Martinez,821,yes
918,Danielle Martinez,832,maybe
918,Danielle Martinez,836,yes
918,Danielle Martinez,861,maybe
918,Danielle Martinez,891,maybe
918,Danielle Martinez,942,maybe
918,Danielle Martinez,950,yes
918,Danielle Martinez,954,maybe
919,Donald Wells,2,maybe
919,Donald Wells,80,maybe
919,Donald Wells,104,yes
919,Donald Wells,199,yes
919,Donald Wells,305,maybe
919,Donald Wells,391,yes
919,Donald Wells,408,maybe
919,Donald Wells,434,maybe
919,Donald Wells,437,yes
919,Donald Wells,580,yes
919,Donald Wells,607,maybe
919,Donald Wells,721,yes
919,Donald Wells,764,maybe
919,Donald Wells,794,yes
919,Donald Wells,814,yes
919,Donald Wells,840,maybe
919,Donald Wells,892,yes
920,Laura Snow,45,yes
920,Laura Snow,82,maybe
920,Laura Snow,98,maybe
920,Laura Snow,151,yes
920,Laura Snow,167,yes
920,Laura Snow,200,yes
920,Laura Snow,221,yes
920,Laura Snow,257,yes
920,Laura Snow,265,yes
920,Laura Snow,274,yes
920,Laura Snow,300,yes
920,Laura Snow,435,maybe
920,Laura Snow,488,yes
920,Laura Snow,509,yes
920,Laura Snow,518,yes
920,Laura Snow,566,yes
920,Laura Snow,577,yes
920,Laura Snow,650,maybe
920,Laura Snow,783,maybe
920,Laura Snow,834,maybe
920,Laura Snow,870,yes
920,Laura Snow,980,yes
920,Laura Snow,985,yes
920,Laura Snow,993,maybe
921,Stephen Rivas,38,maybe
921,Stephen Rivas,105,yes
921,Stephen Rivas,135,maybe
921,Stephen Rivas,186,yes
921,Stephen Rivas,275,yes
921,Stephen Rivas,426,maybe
921,Stephen Rivas,521,maybe
921,Stephen Rivas,613,yes
921,Stephen Rivas,676,yes
921,Stephen Rivas,689,maybe
921,Stephen Rivas,707,maybe
921,Stephen Rivas,768,yes
921,Stephen Rivas,812,maybe
921,Stephen Rivas,831,maybe
921,Stephen Rivas,847,yes
921,Stephen Rivas,875,maybe
921,Stephen Rivas,909,maybe
921,Stephen Rivas,951,yes
921,Stephen Rivas,965,maybe
922,Michael Gordon,36,yes
922,Michael Gordon,95,yes
922,Michael Gordon,175,yes
922,Michael Gordon,242,yes
922,Michael Gordon,252,maybe
922,Michael Gordon,256,maybe
922,Michael Gordon,275,yes
922,Michael Gordon,347,yes
922,Michael Gordon,411,yes
922,Michael Gordon,416,maybe
922,Michael Gordon,440,yes
922,Michael Gordon,613,maybe
922,Michael Gordon,694,yes
922,Michael Gordon,728,maybe
922,Michael Gordon,746,yes
922,Michael Gordon,897,maybe
922,Michael Gordon,922,maybe
923,Sharon Abbott,4,yes
923,Sharon Abbott,110,yes
923,Sharon Abbott,198,maybe
923,Sharon Abbott,231,yes
923,Sharon Abbott,321,maybe
923,Sharon Abbott,418,yes
923,Sharon Abbott,427,maybe
923,Sharon Abbott,441,yes
923,Sharon Abbott,544,yes
923,Sharon Abbott,625,maybe
923,Sharon Abbott,709,yes
923,Sharon Abbott,750,yes
923,Sharon Abbott,767,yes
923,Sharon Abbott,922,maybe
923,Sharon Abbott,953,yes
923,Sharon Abbott,997,maybe
2774,Dr. Christine,105,yes
2774,Dr. Christine,143,yes
2774,Dr. Christine,211,yes
2774,Dr. Christine,226,maybe
2774,Dr. Christine,248,maybe
2774,Dr. Christine,263,yes
2774,Dr. Christine,293,yes
2774,Dr. Christine,393,maybe
2774,Dr. Christine,535,maybe
2774,Dr. Christine,566,maybe
2774,Dr. Christine,620,yes
2774,Dr. Christine,647,maybe
2774,Dr. Christine,737,maybe
2774,Dr. Christine,783,yes
2774,Dr. Christine,792,yes
2774,Dr. Christine,870,maybe
2774,Dr. Christine,914,yes
2774,Dr. Christine,957,maybe
925,Gabrielle Pope,52,yes
925,Gabrielle Pope,91,maybe
925,Gabrielle Pope,103,maybe
925,Gabrielle Pope,107,maybe
925,Gabrielle Pope,141,maybe
925,Gabrielle Pope,185,yes
925,Gabrielle Pope,189,yes
925,Gabrielle Pope,365,yes
925,Gabrielle Pope,366,maybe
925,Gabrielle Pope,408,maybe
925,Gabrielle Pope,427,maybe
925,Gabrielle Pope,477,maybe
925,Gabrielle Pope,508,yes
925,Gabrielle Pope,520,maybe
925,Gabrielle Pope,545,maybe
925,Gabrielle Pope,562,maybe
925,Gabrielle Pope,639,maybe
925,Gabrielle Pope,647,maybe
925,Gabrielle Pope,693,yes
925,Gabrielle Pope,746,maybe
925,Gabrielle Pope,760,maybe
925,Gabrielle Pope,810,yes
925,Gabrielle Pope,818,yes
925,Gabrielle Pope,860,yes
925,Gabrielle Pope,876,yes
925,Gabrielle Pope,957,maybe
925,Gabrielle Pope,983,yes
926,Dan Webb,54,maybe
926,Dan Webb,56,yes
926,Dan Webb,68,maybe
926,Dan Webb,98,maybe
926,Dan Webb,189,maybe
926,Dan Webb,286,yes
926,Dan Webb,292,maybe
926,Dan Webb,328,yes
926,Dan Webb,347,maybe
926,Dan Webb,360,yes
926,Dan Webb,481,yes
926,Dan Webb,529,yes
926,Dan Webb,665,maybe
926,Dan Webb,677,yes
926,Dan Webb,730,yes
926,Dan Webb,735,maybe
926,Dan Webb,786,maybe
926,Dan Webb,820,maybe
926,Dan Webb,845,maybe
926,Dan Webb,890,yes
926,Dan Webb,944,yes
926,Dan Webb,954,yes
927,Latoya Hood,28,maybe
927,Latoya Hood,60,yes
927,Latoya Hood,77,maybe
927,Latoya Hood,84,maybe
927,Latoya Hood,161,yes
927,Latoya Hood,206,yes
927,Latoya Hood,282,maybe
927,Latoya Hood,283,maybe
927,Latoya Hood,360,yes
927,Latoya Hood,381,yes
927,Latoya Hood,424,yes
927,Latoya Hood,435,maybe
927,Latoya Hood,443,maybe
927,Latoya Hood,446,maybe
927,Latoya Hood,447,yes
927,Latoya Hood,449,maybe
927,Latoya Hood,474,yes
927,Latoya Hood,506,yes
927,Latoya Hood,520,maybe
927,Latoya Hood,524,yes
927,Latoya Hood,650,maybe
927,Latoya Hood,921,maybe
927,Latoya Hood,946,yes
927,Latoya Hood,954,maybe
928,Scott Wood,70,yes
928,Scott Wood,108,maybe
928,Scott Wood,343,maybe
928,Scott Wood,375,yes
928,Scott Wood,412,maybe
928,Scott Wood,445,yes
928,Scott Wood,492,maybe
928,Scott Wood,504,yes
928,Scott Wood,728,yes
928,Scott Wood,739,yes
928,Scott Wood,747,yes
928,Scott Wood,801,yes
928,Scott Wood,815,maybe
928,Scott Wood,847,maybe
928,Scott Wood,848,maybe
928,Scott Wood,856,yes
928,Scott Wood,886,maybe
928,Scott Wood,951,yes
929,Tonya Gibson,144,maybe
929,Tonya Gibson,208,yes
929,Tonya Gibson,212,yes
929,Tonya Gibson,307,maybe
929,Tonya Gibson,551,maybe
929,Tonya Gibson,648,maybe
929,Tonya Gibson,659,maybe
929,Tonya Gibson,673,maybe
929,Tonya Gibson,688,maybe
929,Tonya Gibson,832,yes
929,Tonya Gibson,902,maybe
929,Tonya Gibson,956,yes
929,Tonya Gibson,986,maybe
930,Brandy Simmons,102,yes
930,Brandy Simmons,107,maybe
930,Brandy Simmons,127,maybe
930,Brandy Simmons,191,yes
930,Brandy Simmons,194,maybe
930,Brandy Simmons,240,maybe
930,Brandy Simmons,270,maybe
930,Brandy Simmons,304,maybe
930,Brandy Simmons,316,maybe
930,Brandy Simmons,424,yes
930,Brandy Simmons,465,maybe
930,Brandy Simmons,573,maybe
930,Brandy Simmons,605,yes
930,Brandy Simmons,648,yes
930,Brandy Simmons,669,maybe
930,Brandy Simmons,675,yes
930,Brandy Simmons,685,yes
930,Brandy Simmons,691,yes
930,Brandy Simmons,763,maybe
930,Brandy Simmons,768,yes
930,Brandy Simmons,775,yes
930,Brandy Simmons,804,maybe
930,Brandy Simmons,830,yes
930,Brandy Simmons,857,yes
930,Brandy Simmons,990,yes
930,Brandy Simmons,991,maybe
930,Brandy Simmons,1001,maybe
931,Mary Duffy,34,maybe
931,Mary Duffy,43,yes
931,Mary Duffy,214,yes
931,Mary Duffy,285,yes
931,Mary Duffy,294,yes
931,Mary Duffy,365,yes
931,Mary Duffy,389,yes
931,Mary Duffy,411,yes
931,Mary Duffy,450,yes
931,Mary Duffy,661,maybe
931,Mary Duffy,729,maybe
931,Mary Duffy,803,maybe
931,Mary Duffy,875,yes
931,Mary Duffy,946,maybe
932,Nicole Long,112,maybe
932,Nicole Long,153,maybe
932,Nicole Long,234,yes
932,Nicole Long,257,maybe
932,Nicole Long,278,yes
932,Nicole Long,297,maybe
932,Nicole Long,368,yes
932,Nicole Long,515,yes
932,Nicole Long,567,yes
932,Nicole Long,580,maybe
932,Nicole Long,601,yes
932,Nicole Long,634,yes
932,Nicole Long,674,maybe
932,Nicole Long,709,yes
932,Nicole Long,714,maybe
932,Nicole Long,786,maybe
932,Nicole Long,887,yes
932,Nicole Long,895,maybe
932,Nicole Long,899,yes
932,Nicole Long,977,maybe
932,Nicole Long,990,maybe
933,Maria Smith,145,maybe
933,Maria Smith,179,maybe
933,Maria Smith,238,maybe
933,Maria Smith,303,yes
933,Maria Smith,354,yes
933,Maria Smith,374,maybe
933,Maria Smith,390,yes
933,Maria Smith,427,yes
933,Maria Smith,430,maybe
933,Maria Smith,459,yes
933,Maria Smith,521,yes
933,Maria Smith,577,maybe
933,Maria Smith,610,yes
933,Maria Smith,614,maybe
933,Maria Smith,767,yes
933,Maria Smith,781,maybe
933,Maria Smith,857,maybe
933,Maria Smith,923,maybe
933,Maria Smith,930,maybe
933,Maria Smith,941,maybe
933,Maria Smith,944,yes
934,David James,16,maybe
934,David James,59,maybe
934,David James,63,yes
934,David James,105,maybe
934,David James,139,yes
934,David James,143,yes
934,David James,149,yes
934,David James,150,maybe
934,David James,161,yes
934,David James,164,yes
934,David James,287,yes
934,David James,318,maybe
934,David James,324,maybe
934,David James,334,maybe
934,David James,410,maybe
934,David James,456,yes
934,David James,457,yes
934,David James,541,maybe
934,David James,576,maybe
934,David James,578,maybe
934,David James,688,yes
934,David James,716,maybe
934,David James,734,maybe
934,David James,758,yes
934,David James,777,maybe
934,David James,843,yes
934,David James,851,yes
934,David James,886,maybe
934,David James,945,yes
934,David James,995,maybe
936,Austin Bentley,48,yes
936,Austin Bentley,78,maybe
936,Austin Bentley,98,yes
936,Austin Bentley,126,maybe
936,Austin Bentley,196,maybe
936,Austin Bentley,205,yes
936,Austin Bentley,265,maybe
936,Austin Bentley,296,yes
936,Austin Bentley,322,maybe
936,Austin Bentley,345,yes
936,Austin Bentley,368,yes
936,Austin Bentley,379,yes
936,Austin Bentley,483,yes
936,Austin Bentley,518,yes
936,Austin Bentley,606,maybe
936,Austin Bentley,646,maybe
936,Austin Bentley,709,yes
936,Austin Bentley,717,maybe
936,Austin Bentley,862,maybe
936,Austin Bentley,882,yes
936,Austin Bentley,932,yes
937,James Daniels,89,maybe
937,James Daniels,123,maybe
937,James Daniels,136,yes
937,James Daniels,163,maybe
937,James Daniels,239,yes
937,James Daniels,271,yes
937,James Daniels,297,maybe
937,James Daniels,317,maybe
937,James Daniels,337,yes
937,James Daniels,479,maybe
937,James Daniels,593,yes
937,James Daniels,722,maybe
937,James Daniels,753,maybe
937,James Daniels,841,maybe
937,James Daniels,858,yes
937,James Daniels,963,yes
938,Amanda Bentley,22,maybe
938,Amanda Bentley,51,yes
938,Amanda Bentley,90,yes
938,Amanda Bentley,219,maybe
938,Amanda Bentley,222,maybe
938,Amanda Bentley,241,maybe
938,Amanda Bentley,258,yes
938,Amanda Bentley,268,yes
938,Amanda Bentley,471,maybe
938,Amanda Bentley,646,yes
938,Amanda Bentley,667,maybe
938,Amanda Bentley,699,maybe
938,Amanda Bentley,782,yes
938,Amanda Bentley,811,yes
938,Amanda Bentley,850,maybe
938,Amanda Bentley,882,yes
938,Amanda Bentley,918,maybe
938,Amanda Bentley,956,yes
939,Kathryn Smith,10,yes
939,Kathryn Smith,41,maybe
939,Kathryn Smith,132,yes
939,Kathryn Smith,138,yes
939,Kathryn Smith,216,maybe
939,Kathryn Smith,311,maybe
939,Kathryn Smith,392,yes
939,Kathryn Smith,393,maybe
939,Kathryn Smith,399,yes
939,Kathryn Smith,521,maybe
939,Kathryn Smith,546,yes
939,Kathryn Smith,560,maybe
939,Kathryn Smith,685,maybe
939,Kathryn Smith,715,yes
939,Kathryn Smith,717,yes
939,Kathryn Smith,723,maybe
939,Kathryn Smith,735,maybe
939,Kathryn Smith,749,yes
939,Kathryn Smith,753,maybe
939,Kathryn Smith,782,maybe
939,Kathryn Smith,852,maybe
939,Kathryn Smith,922,maybe
939,Kathryn Smith,964,yes
940,Andrea Weiss,33,maybe
940,Andrea Weiss,49,maybe
